wavelength,intensity
7769.12,13369.72
7771.37,13162.04
7773.62,12938.79
7775.87,12794.19
7778.12,12745.6
7780.37,12790.78
7782.62,12905.25
7784.87,13043.43
7787.12,13154.58
7789.37,13241.95
7791.62,13268.48
7793.87,13176.85
7796.12,13028.85
7798.37,12855.21
7800.63,12615.04
7802.88,12267.18
7805.13,11995.95
7807.38,11877.74
7809.63,11856.01
7811.88,11951.19
7814.13,12095.25
7816.38,12205.44
7818.63,12288.57
7820.88,12409.81
7823.13,12479.36
7825.38,12361.11
7827.63,12143.71
7829.88,11929.08
7832.13,11733.66
7834.38,11517.72
7836.64,11386.61
7838.89,11290.69
7841.14,11238.08
7843.39,11376.21
7845.64,11501.31
7847.89,11576.58
7850.14,11707.16
7852.39,11888.84
7854.64,11995.85
7856.89,11927.53
7859.14,11773.36
7861.39,11619.75
7863.64,11429.26
7865.89,11181.7
7868.14,10980.31
7870.39,10832.33
7872.65,10787.88
7874.9,10947.45
7877.15,11187.14
7879.4,11374.56
7881.65,11469.06
7883.9,11569.74
7886.15,11552.66
7888.4,11389.26
7890.65,11248.86
7892.9,11096.12
7895.15,10890.14
7897.4,10658.95
7899.65,10484.66
7901.9,10425.85
7904.15,10526.47
7906.4,10768.63
7908.66,11007.48
7910.91,11218.09
7913.16,11350.87
7915.41,11334.56
7917.66,11330.35
7919.91,11221.69
7922.16,10909.74
7924.41,10677.68
7926.66,10544.9
7928.91,10454.97
7931.16,10432.92
7933.41,10588.37
7935.66,10812.58
7937.91,11028.54
7940.16,11317.46
7942.41,11344.84
7944.67,11139.57
7946.92,10987.97
7949.17,10687.34
7951.42,10322.76
7953.67,10122.98
7955.92,10189.32
7958.17,10418.24
7960.42,10665.97
7962.67,10835.81
7964.92,10857.03
7967.17,10602.44
7969.42,10198.4
7971.67,10023.98
7973.92,10091.78
7976.17,10332.31
7978.42,10551.08
7980.68,10382.34
7982.93,10019.44
7985.18,9944.041
7987.43,10316.98
7989.68,10301.45
7991.93,9993.048
7994.18,9901.869
